,,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,설치년월
2017,139,서울특별시 광진구 자양로13나길 14 (자양동),서울특별시 광진구 자양1동 622-40,생활방범,1,2016-12
2017,140,서울특별시 광진구 자양로9길 24-3 (자양동),서울특별시 광진구 자양1동 629-38,생활방범,1,2017-04
2017,141,서울특별시 광진구 자양로13길 73 (자양동),서울특별시 광진구 자양1동 631-34,생활방범,1,2013-12
2017,142,서울특별시 광진구 자양로11길 45-8 (자양동),서울특별시 광진구 자양1동 632-11,생활방범,1,2015-12
2017,143,서울특별시 광진구 자양로9길 32 (자양동),서울특별시 광진구 자양1동 632-34,생활방범,1,2013-12
2017,144,"서울특별시 광진구 뚝섬로57가길 55 (자양동, 현대빌라)",서울특별시 광진구 자양1동 635-36,생활방범,3,2017-04
2017,145,서울특별시 광진구 뚝섬로55길 19 (자양동),서울특별시 광진구 자양1동 654-16,생활방범,1,2017-04
2017,146,"서울특별시 광진구 자양로21길 14 (자양동, 유동빌라)",서울특별시 광진구 자양1동 767-2,생활방범,2,2017-04
2017,147,서울특별시 광진구 자양로19길 48-4 (자양동),서울특별시 광진구 자양1동 770-31,생활방범,1,2014-12
2017,148,서울특별시 광진구 자양로19길 54 (자양동),서울특별시 광진구 자양1동 771-31,생활방범,4,2014-12
2017,149,서울특별시 광진구 뚝섬로52마길 60 (자양동),서울특별시 광진구 자양2동 644,생활방범,1,2017-04
2017,150,서울특별시 광진구 자양로3길 7 (자양동),서울특별시 광진구 자양2동 674,생활방범,1,2014-12
2017,151,서울특별시 광진구 자양로5길 13 (자양동),서울특별시 광진구 자양2동 677,생활방범,4,2017-04
2017,152,"서울특별시 광진구 자양로6길 40 (자양동, 대양샤인빌)",서울특별시 광진구 자양2동 684,생활방범,1,2012-12
2017,153,서울특별시 광진구 뚝섬로48길 52 (자양동),서울특별시 광진구 자양2동 593-14,생활방범,1,2013-12
2017,154,서울특별시 광진구 뚝섬로50길 28 (자양동),서울특별시 광진구 자양2동 604-27,생활방범,4,2017-04
2017,155,서울특별시 광진구 자양번영로6길 67 (자양동),서울특별시 광진구 자양2동 606-45,생활방범,1,2013-12
2017,156,"서울특별시 광진구 뚝섬로54길 24 (자양동, 대명아트빌)",서울특별시 광진구 자양2동 638-10,생활방범,1,2013-12
2017,157,서울특별시 광진구 뚝섬로54길 46 (자양동),서울특별시 광진구 자양2동 639-38,생활방범,4,2015-12
2017,158,"서울특별시 광진구 뚝섬로52마길 42-15 (자양동, 기산빌라트)",서울특별시 광진구 자양2동 643-20,생활방범,1,2017-04
2017,159,서울특별시 광진구 자양로3길 49 (자양동),서울특별시 광진구 자양2동 666-28,생활방범,1,2017-04
2017,160,서울특별시 광진구 자양로3길 39-3 (자양동),서울특별시 광진구 자양2동 667-29,생활방범,1,2017-04
2017,161,서울특별시 광진구 자양로3가길 36 (자양동),서울특별시 광진구 자양2동 669-10,생활방범,4,2015-12
2017,162,서울특별시 광진구 자양로3가길 37 (자양동),서울특별시 광진구 자양2동 680-10,생활방범,1,2015-12
2017,163,서울특별시 광진구 뚝섬로60길 6 (자양동),서울특별시 광진구 자양2동 681-24,생활방범,1,2014-12
2017,164,서울특별시 광진구 자양로4길 12-1 (자양동),서울특별시 광진구 자양2동 686-13,생활방범,1,2015-12
2017,165,"서울특별시 광진구 자양로2길 29 (자양동, 행운빌라)",서울특별시 광진구 자양2동 688-8,생활방범,4,2017-04
2017,166,서울특별시 광진구 자양로4나길 31 (자양동),서울특별시 광진구 자양2동 690-41,생활방범,1,2014-12
2017,167,서울특별시 광진구 자양번영로11길 4-9 (자양동),서울특별시 광진구 자양3동 227-119,생활방범,1,2016-12
2017,168,서울특별시 광진구 자양번영로11길 29 (자양동),서울특별시 광진구 자양3동 227-188,생활방범,1,2012-12
2017,169,서울특별시 광진구 아차산로 288 (자양동),서울특별시 광진구 자양3동 227-217,생활방범,1,2014-12
2017,170,서울특별시 광진구 자양번영로11길 37-14 (자양동),서울특별시 광진구 자양3동 227-232,생활방범,1,2015-12
2017,171,서울특별시 광진구 자양번영로9길 6-7 (자양동),서울특별시 광진구 자양3동 227-244,생활방범,1,2017-04
2017,172,서울특별시 광진구 자양번영로7길 12-7 (자양동),서울특별시 광진구 자양3동 227-275,생활방범,1,2014-12
2017,173,서울특별시 광진구 자양번영로7길 15(자양동),서울특별시 광진구 자양3동 227-289,생활방범,1,2015-12
2017,174,서울특별시 광진구 자양번영로3다길 11-5 (자양동),서울특별시 광진구 자양3동 586-4,생활방범,1,2015-12
2017,175,서울특별시 광진구 아차산로38길 5-16 (자양동),서울특별시 광진구 자양3동 227-31,생활방범,1,2017-04
2017,176,"서울특별시 광진구 뚝섬로36가길 43 (자양동, 장경로얄빌라)",서울특별시 광진구 자양3동 474-24,생활방범,4,2011-12
2017,177,서울특별시 광진구 뚝섬로36길 49-8 (자양동),서울특별시 광진구 자양3동 497-18,생활방범,1,2017-04
2017,178,서울특별시 광진구 능동로8길 28 (자양동),서울특별시 광진구 자양3동 540-5,생활방범,1,2017-04
2017,179,"서울특별시 광진구 능동로4길 51 (자양동, 대종리버빌)",서울특별시 광진구 자양3동 553-314,생활방범,1,2017-04
2017,180,서울특별시 광진구 뚝섬로36길 15 (자양동),서울특별시 광진구 자양3동 553-36,생활방범,1,2012-12
2017,181,서울특별시 광진구 자양번영로5길 16 (자양동),서울특별시 광진구 자양3동 581-12,생활방범,4,2017-04
2017,182,서울특별시 광진구 자양번영로3길 16 (자양동),서울특별시 광진구 자양3동 582-19,생활방범,1,2012-12
2017,183,서울특별시 광진구 자양번영로1길 27 (자양동),서울특별시 광진구 자양3동 588-10,생활방범,1,2015-12
2017,184,"서울특별시 광진구 자양번영로3나길 40 (자양동, 현대아트빌라)",서울특별시 광진구 자양3동 588-27,생활방범,1,2013-12
2017,185,"서울특별시 광진구 동일로10길 42 (자양동, 노유아트빌)",서울특별시 광진구 자양4동 41-12,생활방범,1,2017-04
2017,186,서울특별시 광진구 뚝섬로 491 (자양동),서울특별시 광진구 자양4동 44-2,생활방범,1,2017-04
2017,187,서울특별시 광진구 동일로4길 68-4 (자양동),서울특별시 광진구 자양4동 52-8,생활방범,1,2012-12
2017,188,서울특별시 광진구 뚝섬로24길 27 (자양동),서울특별시 광진구 자양4동 56-3,생활방범,1,2013-12
2017,189,서울특별시 광진구 자양강변길 73 (자양동),서울특별시 광진구 자양4동 57-8,생활방범,1,2017-04
2017,190,서울특별시 광진구 능동로3라길 16 (자양동),서울특별시 광진구 자양4동 58-1,생활방범,4,2017-04
2017,191,서울특별시 광진구 능동로3가길 12 (자양동),서울특별시 광진구 자양4동 79-9,생활방범,1,2017-04
2017,192,서울특별시 광진구 아차산로32길 21 (자양동),서울특별시 광진구 자양4동 5-6,생활방범,1,2017-04
2017,193,서울특별시 광진구 아차산로30길 39 (자양동),서울특별시 광진구 자양4동 6-20,생활방범,1,2017-04
2017,194,서울특별시 광진구 동일로18길 44 (자양동),서울특별시 광진구 자양4동 12-1,생활방범,4,2017-04
2017,195,서울특별시 광진구 아차산로 200 (자양동),서울특별시 광진구 자양4동 17-12,생활방범,4,2016-12
2017,196,"서울특별시 광진구 아차산로22길 27 (자양동, 태언빌리지)",서울특별시 광진구 자양4동 16-66,생활방범,3,2012-12
2017,197,서울특별시 광진구 자양강변길 19 (자양동),서울특별시 광진구 자양4동 191-1,생활방범,1,2013-12
2017,198,서울특별시 광진구 뚝섬로22가길 22 (자양동),서울특별시 광진구 자양4동 196-15,생활방범,1,2017-04
2017,199,서울특별시 광진구 동일로4가길 9-2 (자양동),서울특별시 광진구 자양4동 197-19,생활방범,3,2017-04
2017,200,서울특별시 광진구 동일로 34-11 (자양동),서울특별시 광진구 자양4동 203-10,생활방범,1,2011-12
2017,201,서울특별시 광진구 동일로6길 21 (자양동),서울특별시 광진구 자양4동 246-81,생활방범,4,2011-12
2017,202,서울특별시 광진구 동일로10길 5 (자양동),서울특별시 광진구 자양4동 249-8,생활방범,2,2017-04
2017,203,서울특별시 광진구 능동로9길 16-2 (자양동),서울특별시 광진구 자양4동 547-48,생활방범,1,2014-12
2017,204,서울특별시 광진구 뚝섬로32길 17 (자양동),서울특별시 광진구 자양4동 553-236,생활방범,4,2013-12
2017,205,"서울특별시 광진구 뚝섬로31길 27 (자양동, 경동그린맨션)",서울특별시 광진구 자양4동 553-517,생활방범,3,2017-04
2017,206,서울특별시 광진구 뚝섬로30길 15 (자양동),서울특별시 광진구 자양4동 553-83,생활방범,1,2015-12
2017,207,서울특별시 광진구 능동로3길 61-8 (자양동),서울특별시 광진구 자양4동 57-151,생활방범,3,2013-12
2017,208,서울특별시 광진구 동일로12길 20 (자양동),서울특별시 광진구 자양4동 832-3,생활방범,1,2013-12
2017,209,서울특별시 광진구 동일로10길 25 (자양동),서울특별시 광진구 자양4동 835-19,생활방범,1,2017-04
2017,210,서울특별시 광진구 동일로18가길 13 (자양동),서울특별시 광진구 자양4동 840-4,생활방범,3,2015-12
2017,211,서울특별시 광진구 동일로10나길 18 (자양동),서울특별시 광진구 자양4동 842-1,생활방범,1,2015-12
2017,212,서울특별시 광진구 동일로18나길 24 (자양동),서울특별시 광진구 자양4동 842-8,생활방범,1,2011-12
2017,213,서울특별시 광진구 뚝섬로23가길 11 (자양동),서울특별시 광진구 자양4동 844-2,생활방범,4,2013-12
2017,214,서울특별시 광진구 뚝섬로57길 13 (자양동),서울특별시 광진구 자양1동 660-16,생활방범,1,2013-12
2017,215,"서울특별시 광진구 긴고랑로14길 33 (중곡동, 선화빌라8차)",서울특별시 광진구 중곡1동 162-22,생활방범,1,2017-04
2017,216,서울특별시 광진구 긴고랑로5길 11 (중곡동),서울특별시 광진구 중곡1동 233-46,생활방범,4,2013-12
2017,217,서울특별시 광진구 긴고랑로1길 11 (중곡동),서울특별시 광진구 중곡1동 238-1,생활방범,1,2011-12
2017,218,서울특별시 광진구 긴고랑로7길 11 (중곡동),서울특별시 광진구 중곡1동 239-1,생활방범,4,2013-12
2017,219,서울특별시 광진구 동일로70길 22 (중곡동),서울특별시 광진구 중곡1동 239-61,생활방범,3,2014-12
2017,220,서울특별시 광진구 긴고랑로14길 8 (중곡동),서울특별시 광진구 중곡1동 242-11,생활방범,1,2015-12
2017,221,서울특별시 광진구 긴고랑로12길 12 (중곡동),서울특별시 광진구 중곡1동 243-5,생활방범,1,2015-12
2017,222,서울특별시 광진구 능동로43길 38 (중곡동),서울특별시 광진구 중곡1동 244-27,생활방범,4,2014-12
2017,223,서울특별시 광진구 면목로 93 (중곡동),서울특별시 광진구 중곡1동 245-6,생활방범,4,2017-04
