연 번,건물유형,주  소,위   치,관리번호
1723,가로등등주,창천동 72-14,K Square 앞,신촌로5-15
1724,가로등등주,창천동 72-14,K Square 앞,신촌로5-16
1725,가로등등주,창천동 72-14,K Square 앞,신촌로5-17
1726,가로등등주,창천동 72-14,K Square 앞,신촌로5-18
1727,가로등등주,창천동 72-14,K Square 앞,신촌로5-19
1728,가로등등주,창천동 72-14,K Square 앞,신촌로5-20
1729,가로등등주,창천동 72-14,K Square 앞,신촌로5-21
1730,가로등등주,창천동 72-14,K Square 앞,신촌로5-22
1731,가로등등주,창천동 506-18,Tworld앞,신촌로6-1
1732,가로등등주,창천동 506-18,Tworld앞,신촌로6-2
1733,가로등등주,창천동 506-18,Tworld앞,신촌로6-3
1734,가로등등주,창천동 506-18,Tworld앞,신촌로6-4
1735,가로등등주,창천동 506-18,Tworld앞,신촌로6-5
1736,가로등등주,창천동 506-18,Tworld앞,신촌로6-6
1737,가로등등주,창천동 506-18,Tworld앞,신촌로6-7
1738,가로등등주,창천동 506-18,Tworld앞,신촌로6-8
1739,가로등등주,창천동 506-18,Tworld앞,신촌로6-9
1740,가로등등주,창천동 506-18,Tworld앞,신촌로6-11
1741,가로등등주,창천동 506-18,Tworld앞,신촌로6-12
1742,가로등등주,창천동 506-18,Tworld앞,신촌로6-13
1743,가로등등주,창천동 506-18,Tworld앞,신촌로6-14
1744,가로등등주,창천동 506-18,Tworld앞,신촌로6-15
1745,가로등등주,창천동 506-18,Tworld앞,신촌로6-16
1746,가로등등주,창천동 506-18,Tworld앞,신촌로6-17
1747,가로등등주,창천동 506-18,Tworld앞,신촌로6-18
1748,가로등등주,창천동 506-18,Tworld앞,신촌로6-19
1749,가로등등주,대현동 45-21,과일야채가게 앞,신촌로BUS1-1
1750,가로등등주,대현동 45-21,과일야채가게 앞,신촌로BUS1-2
1751,가로등등주,대현동 45-21,과일야채가게 앞,신촌로BUS1-3
1752,가로등등주,대현동 45-21,과일야채가게 앞,신촌로BUS1-4
1753,가로등등주,대현동 45-21,과일야채가게 앞,신촌로BUS1-5
1754,가로등등주,노고산동 40-33,신촌역5번출구 앞,신촌로BUS2-1
1755,가로등등주,노고산동 40-33,신촌역5번출구 앞,신촌로BUS2-2
1756,가로등등주,노고산동 40-33,신촌역5번출구 앞,신촌로BUS2-3
1757,가로등등주,노고산동 40-33,신촌역5번출구 앞,신촌로BUS2-4
1758,가로등등주,노고산동 40-33,신촌역5번출구 앞,신촌로BUS2-5
1759,가로등등주,창천동 72-14,K square 앞,신촌로BUS3-1
1760,가로등등주,창천동 72-14,K square 앞,신촌로BUS3-2
1761,가로등등주,창천동 72-14,K square 앞,신촌로BUS3-3
1762,가로등등주,창천동 72-14,K square 앞,신촌로BUS3-4
1763,가로등등주,창천동 72-14,K square 앞,신촌로BUS3-5
1764,가로등등주,창천동 72-14,K square 앞,신촌로BUS3-6
1765,가로등등주,창천동 30-13,신촌역1번출구,신촌로BUS5-1
1766,가로등등주,창천동 30-13,신촌역1번출구,신촌로BUS5-2
1767,가로등등주,창천동 30-13,신촌역1번출구,신촌로BUS5-3
1768,가로등등주,창천동 30-13,신촌역1번출구,신촌로BUS5-4
1769,가로등등주,창천동 30-13,신촌역1번출구,신촌로BUS5-5
1770,가로등등주,노고산동 1-39,교보생명앞,신촌로BUS6-1
1771,가로등등주,노고산동 1-39,교보생명앞,신촌로BUS6-2
1772,가로등등주,노고산동 1-39,교보생명앞,신촌로BUS6-3
1773,가로등등주,노고산동 1-39,교보생명앞,신촌로BUS6-4
1774,가로등등주,노고산동 1-39,교보생명앞,신촌로BUS6-5
1775,가로등등주,대흥동 12-23,중우빌딩앞,신촌로BUS7-1
1776,가로등등주,대흥동 12-23,중우빌딩앞,신촌로BUS7-2
1777,가로등등주,대흥동 12-23,중우빌딩앞,신촌로BUS7-3
1778,가로등등주,대흥동 12-23,중우빌딩앞,신촌로BUS7-4
1779,가로등등주,대흥동 12-23,중우빌딩앞,신촌로BUS7-5
1780,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-1
1781,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-2
1782,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-3
1783,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-4
1784,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-5
1785,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-6
1786,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-7
1787,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-8
1788,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-9
1789,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-10
1790,가로등등주,대현동 110-1,고쌈냉면앞,신촌역길1-11
1791,가로등등주,대현동 121-36,신촌기차역(월편),신촌역길2-1
1792,가로등등주,대현동 121-36,신촌기차역(월편),신촌역길2-2
1793,가로등등주,대현동 121-36,신촌기차역(월편),신촌역길2-3
1794,가로등등주,대현동 121-36,신촌기차역(월편),신촌역길2-4
1795,가로등등주,창천동 18-31,올리브영앞,연세로1-1
1796,가로등등주,창천동 18-31,올리브영앞,연세로1-2
1797,가로등등주,창천동 18-31,올리브영앞,연세로1-3
1798,가로등등주,창천동 18-31,올리브영앞,연세로1-4
1799,가로등등주,창천동 18-31,올리브영앞,연세로1-6
1800,가로등등주,창천동 18-31,올리브영앞,연세로1-7
1801,가로등등주,창천동 18-31,올리브영앞,연세로1-8
1802,가로등등주,창천동 31-23,랄라블라앞,연세로2-1
1803,가로등등주,창천동 31-23,랄라블라앞,연세로2-2
1804,가로등등주,창천동 31-23,랄라블라앞,연세로2-4
1805,가로등등주,창천동 31-23,랄라블라앞,연세로2-5
1806,가로등등주,창천동 31-23,랄라블라앞,연세로2-6
1807,가로등등주,창천동 31-23,랄라블라앞,연세로2-7
1808,가로등등주,창천동 31-23,랄라블라앞,연세로2-8
1809,가로등등주,창천동 31-23,랄라블라앞,연세로2-9
1810,가로등등주,창천동 31-23,랄라블라앞,연세로2-6A
1811,가로등등주,창천동 31-23,랄라블라앞,연세로2-6B
1812,가로등등주,창천동 31-23,랄라블라앞,연세로2-6C
1813,가로등등주,창천동 31-23,랄라블라앞,연세로2-6D
1814,가로등등주,창천동 31-23,랄라블라앞,연세로2-6E
1815,가로등등주,창천동 31-23,랄라블라앞,연세로2-6F
1816,가로등등주,창천동 33-30,재유빌딩앞,연세로3-1
1817,가로등등주,창천동 33-30,재유빌딩앞,연세로3-2
1818,가로등등주,창천동 33-30,재유빌딩앞,연세로3-3
1819,가로등등주,창천동 33-30,재유빌딩앞,연세로3-4
1820,가로등등주,창천동 33-30,재유빌딩앞,연세로3-5
1821,가로등등주,창천동 33-30,재유빌딩앞,연세로3-6
1822,가로등등주,창천동 33-30,재유빌딩앞,연세로3-8
1823,가로등등주,창천동 33-30,재유빌딩앞,연세로3-9
1824,가로등등주,창천동 33-30,재유빌딩앞,연세로3-9A
1825,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-1
1826,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-1A
1827,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-2
1828,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-4
1829,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-5
1830,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-6
1831,가로등등주,창천동 30-6,PLAYGROUND앞,연세로4-7
1832,가로등등주,연희동 218-43,마포정육점 앞,연희1동길1-1
1833,가로등등주,연희동 218-43,마포정육점 앞,연희1동길1-2
1834,가로등등주,연희동 218-43,마포정육점 앞,연희1동길1-3
1835,가로등등주,연희동 218-43,마포정육점 앞,연희1동길1-4
1836,가로등등주,연희동 218-43,마포정육점 앞,연희1동길1-5
1837,가로등등주,연희동 218-43,마포정육점 앞,연희1동길1-6
1838,가로등등주,연희동 134-28,씨유 앞,연희1동길2-7
1839,가로등등주,연희동 134-28,씨유 앞,연희1동길2-8
1840,가로등등주,연희동 134-28,씨유 앞,연희1동길2-9
1841,가로등등주,연희동 134-28,씨유 앞,연희1동길2-10
1842,가로등등주,연희동 134-28,씨유 앞,연희1동길2-11
1843,가로등등주,연희동 134-28,씨유 앞,연희1동길2-12
1844,가로등등주,연희동 134-28,씨유 앞,연희1동길2-13
1845,가로등등주,연희동 134-28,씨유 앞,연희1동길2-14
1846,가로등등주,연희동 134-28,씨유 앞,연희1동길2-15
1847,가로등등주,연희동 134-28,씨유 앞,연희1동길2-16
1848,가로등등주,연희동 134-28,씨유 앞,연희1동길2-17
1849,가로등등주,연희동 134-28,씨유 앞,연희1동길2-18
1850,가로등등주,연희동 134-28,씨유 앞,연희1동길2-19
1851,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-1
1852,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-2
1853,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-3
1854,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-4
1855,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-5
1856,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-6
1857,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-7
1858,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-8
1859,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-10
1860,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-11
1861,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-12
1862,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-13
1863,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-14
1864,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-15
1865,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-16
1866,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-17
1867,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-18
1868,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-19
1869,가로등등주,연희동 86-14,연희빌라앞,연희2동길1-20
1870,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-1
1871,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-2
1872,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-3
1873,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-4
1874,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-5
1875,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-6
1876,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-7
1877,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-8
1878,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-9
1879,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-10
1880,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-11
1881,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-12
1882,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-13
1883,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-14
1884,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-15
1885,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-16
1886,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-17
1887,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-18
1888,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-19
1889,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-20
1890,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-21
1891,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-22
1892,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-23
1893,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-24
1894,가로등등주,홍은동 산11-75,연희로 5-10 등주 인접,연희로 5-25
1895,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6 표찰무
1896,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-1
1897,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-2
1898,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-3
1899,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-4
1900,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-5
1901,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-6
1902,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-7
1903,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-8
1904,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-9
1905,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-10
1906,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-11
1907,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-12
1908,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-13
1909,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-14
1910,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-15
1911,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-16
1912,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-17
1913,가로등등주,홍은동 202-12,현대아파트 203동 월편 고가밑,연희로 6-19
1914,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-1
1915,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-2
1916,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-3
1917,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-4
1918,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-5
1919,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-6
1920,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-7
1921,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-8
1922,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-9
1923,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-10
1924,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-11
1925,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-12
1926,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-13
1927,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-14
1928,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-15
1929,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-16
1930,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-17
1931,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-18
1932,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7-19
1933,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7/표찰무1
1934,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7/표찰무2
1935,가로등등주,홍은동 202-27,현대아파트 101동앞,연희로 7/표찰무3
1936,가로등등주,홍은동 265-313,옹벽밑,연희로 8-1
1937,가로등등주,홍은동 265-313,옹벽밑,연희로 8-2
1938,가로등등주,홍은동 265-313,옹벽밑,연희로 8-3
1939,가로등등주,홍은동 265-313,옹벽밑,연희로 8-4
1940,가로등등주,홍은동 265-313,옹벽밑,연희로 8-5
1941,가로등등주,홍은동 265-313,옹벽밑,연희로 8-6
1942,가로등등주,홍은동 265-313,옹벽밑,연희로 8-7
1943,가로등등주,홍은동 265-313,옹벽밑,연희로 8-8
1944,가로등등주,홍은동 265-313,옹벽밑,연희로 8-9
1945,가로등등주,홍은동 265-313,옹벽밑,연희로 8-10
1946,가로등등주,홍은동 265-313,옹벽밑,연희로 8-11
1947,가로등등주,홍은동 265-313,옹벽밑,연희로 8-12
1948,가로등등주,홍은동 265-313,옹벽밑,연희로 8-13
1949,가로등등주,홍은동 265-313,옹벽밑,연희로 8-14
1950,가로등등주,홍은동 265-313,옹벽밑,연희로 8-15
1951,가로등등주,홍은동 265-313,옹벽밑,연희로 8-16
1952,가로등등주,홍은동 265-313,옹벽밑,연희로 8-17
1953,가로등등주,홍은동 265-313,옹벽밑,연희로 8-18
1954,가로등등주,홍은동 265-313,옹벽밑,연희로 8-19
1955,가로등등주,홍은동 265-313,옹벽밑,연희로 8-20
1956,가로등등주,홍은동 265-313,옹벽밑,연희로 8-21
1957,가로등등주,연희동 81-1,카덴 앞,연희로10-1
1958,가로등등주,연희동 81-1,카덴 앞,연희로10-2
1959,가로등등주,연희동 81-1,카덴 앞,연희로10-3
1960,가로등등주,연희동 81-1,카덴 앞,연희로10-4
1961,가로등등주,연희동 81-1,카덴 앞,연희로10-5
1962,가로등등주,연희동 81-1,카덴 앞,연희로10-6
1963,가로등등주,연희동 81-1,카덴 앞,연희로10-7
1964,가로등등주,연희동 81-1,카덴 앞,연희로10-8
1965,가로등등주,연희동 81-1,카덴 앞,연희로10-9
1966,가로등등주,연희동 81-1,카덴 앞,연희로10-10
1967,가로등등주,연희동 81-1,카덴 앞,연희로10-11
1968,가로등등주,연희동 81-1,카덴 앞,연희로10-12
1969,가로등등주,연희동 81-1,카덴 앞,연희로10-13
1970,가로등등주,연희동 81-1,카덴 앞,연희로10-14
1971,가로등등주,연희동 81-1,카덴 앞,연희로10-15
1972,가로등등주,연희동 81-1,카덴 앞,연희로10-16
1973,가로등등주,연희동 81-1,카덴 앞,연희로10-17
1974,가로등등주,연희동 81-1,카덴 앞,연희로10-18
1975,가로등등주,연희동 81-1,카덴 앞,연희로10-19
1976,가로등등주,연희동 81-1,카덴 앞,연희로10-20
1977,가로등등주,연희동 81-1,카덴 앞,연희로10-21
1978,가로등등주,연희동 81-1,카덴 앞,연희로10-22
1979,가로등등주,연희동 353-89,박규현치과앞,연희로1-1
1980,가로등등주,연희동 353-89,박규현치과앞,연희로1-2
1981,가로등등주,연희동 353-89,박규현치과앞,연희로1-3
1982,가로등등주,연희동 353-89,박규현치과앞,연희로1-4
1983,가로등등주,연희동 353-89,박규현치과앞,연희로1-5
1984,가로등등주,연희동 353-89,박규현치과앞,연희로1-6
1985,가로등등주,연희동 353-89,박규현치과앞,연희로1-7
1986,가로등등주,연희동 353-89,박규현치과앞,연희로1-8
1987,가로등등주,연희동 353-89,박규현치과앞,연희로1-9
1988,가로등등주,연희동 353-89,박규현치과앞,연희로1-10
1989,가로등등주,연희동 353-89,박규현치과앞,연희로1-11
1990,가로등등주,연희동 353-89,박규현치과앞,연희로1-12
1991,가로등등주,연희동 353-89,박규현치과앞,연희로1-13
1992,가로등등주,연희동 353-89,박규현치과앞,연희로1-14
1993,가로등등주,연희동 353-89,박규현치과앞,연희로1-15
1994,가로등등주,연희동 353-89,박규현치과앞,연희로1-16
1995,가로등등주,연희동 353-89,박규현치과앞,연희로1-9A
1996,가로등등주,연희동 353-89,박규현치과앞,연희로1-9B
1997,가로등등주,연희동 353-89,박규현치과앞,연희로1-9C
1998,가로등등주,연희동 353-89,박규현치과앞,연희로1-9D
1999,가로등등주,연희동 137-10,기업은행앞,연희로11-1
2000,가로등등주,연희동 137-10,기업은행앞,연희로11-2
2001,가로등등주,연희동 137-10,기업은행앞,연희로11-3
2002,가로등등주,연희동 137-10,기업은행앞,연희로11-4
2003,가로등등주,연희동 137-10,기업은행앞,연희로11-5
2004,가로등등주,연희동 137-10,기업은행앞,연희로11-6
2005,가로등등주,연희동 137-10,기업은행앞,연희로11-7
2006,가로등등주,연희동 137-10,기업은행앞,연희로11-8
2007,가로등등주,연희동 137-10,기업은행앞,연희로11-9
2008,가로등등주,연희동 137-10,기업은행앞,연희로11-10
2009,가로등등주,연희동 137-10,기업은행앞,연희로11-11
2010,가로등등주,연희동 137-10,기업은행앞,연희로11-12
2011,가로등등주,연희동 137-10,기업은행앞,연희로11-13
2012,가로등등주,연희동 137-10,기업은행앞,연희로11-14
2013,가로등등주,연희동 137-10,기업은행앞,연희로11-15
2014,가로등등주,연희동 137-10,기업은행앞,연희로11-16
2015,가로등등주,연희동 137-10,기업은행앞,연희로11-17
2016,가로등등주,연희동 137-10,기업은행앞,연희로11-18
2017,가로등등주,연희동 218-4,연희동등심냉면,연희로12-1
2018,가로등등주,연희동 218-4,연희동등심냉면,연희로12-2
2019,가로등등주,연희동 218-4,연희동등심냉면,연희로12-3
2020,가로등등주,연희동 218-4,연희동등심냉면,연희로12-4
2021,가로등등주,연희동 218-4,연희동등심냉면,연희로12-5
2022,가로등등주,연희동 218-4,연희동등심냉면,연희로12-6
2023,가로등등주,연희동 218-4,연희동등심냉면,연희로12-7
2024,가로등등주,연희동 218-4,연희동등심냉면,연희로12-8
2025,가로등등주,연희동 136-33,시루향기앞,연희로2-1
2026,가로등등주,연희동 136-33,시루향기앞,연희로2-2
2027,가로등등주,연희동 136-33,시루향기앞,연희로2-3
2028,가로등등주,연희동 136-33,시루향기앞,연희로2-4
2029,가로등등주,연희동 136-33,시루향기앞,연희로2-5
2030,가로등등주,연희동 136-33,시루향기앞,연희로2-6
2031,가로등등주,연희동 136-33,시루향기앞,연희로2-7
2032,가로등등주,연희동 136-33,시루향기앞,연희로2-8
2033,가로등등주,연희동 136-33,시루향기앞,연희로2-9
2034,가로등등주,연희동 136-33,시루향기앞,연희로2-11
2035,가로등등주,연희동 136-33,시루향기앞,연희로2-12
2036,가로등등주,연희동 136-33,시루향기앞,연희로2-13
2037,가로등등주,연희동 136-33,시루향기앞,연희로2-14
2038,가로등등주,연희동 136-33,시루향기앞,연희로2-15
2039,가로등등주,연희동 136-33,시루향기앞,연희로2-16
2040,가로등등주,연희동 136-33,시루향기앞,연희로2-17
2041,가로등등주,연희동 136-33,시루향기앞,연희로2-18
2042,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-1
2043,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-2
2044,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-3
2045,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-4
2046,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-5
2047,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-6
2048,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-7
2049,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-8
2050,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-9
2051,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-10
2052,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-11
2053,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-12
2054,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-13
2055,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-14
2056,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-15
2057,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-16
2058,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-17
2059,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-18
2060,가로등등주,연희동 79-24,세븐일레븐앞,연희로3-19
2061,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞,연희로32길1-1
2062,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-2
2063,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-3
2064,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-4
2065,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-5
2066,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-6
2067,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-7
2068,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-8
2069,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-9
2070,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞,연희로32길1-10
2071,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-11
2072,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-12
2073,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-13
2074,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-14
2075,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-15
2076,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-16
2077,가로등등주,연희동 6-47,서대문자연사박물관 주차장 앞 ,연희로32길1-17
2078,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-1
2079,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-2
2080,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-3
2081,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-4
2082,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-5
2083,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-6
2084,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-7
2085,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-8
2086,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-9
2087,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-10
2088,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-11
2089,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-12
2090,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-13
2091,가로등등주,연희동 167,서대문청소년수련센터,연희로32길2-14
2092,가로등등주,연희동 168-6,서대문구청앞,연희로4-1
2093,가로등등주,연희동 168-6,서대문구청앞,연희로4-2
2094,가로등등주,연희동 168-6,서대문구청앞,연희로4-3
2095,가로등등주,연희동 168-6,서대문구청앞,연희로4-4
2096,가로등등주,연희동 168-6,서대문구청앞,연희로4-5
2097,가로등등주,연희동 168-6,서대문구청앞,연희로4-6
2098,가로등등주,연희동 168-6,서대문구청앞,연희로4-7
2099,가로등등주,연희동 168-6,서대문구청앞,연희로4-8
2100,가로등등주,연희동 168-6,서대문구청앞,연희로4-9
2101,가로등등주,연희동 168-6,서대문구청앞,연희로4-10
2102,가로등등주,연희동 168-6,서대문구청앞,연희로4-11
2103,가로등등주,연희동 168-6,서대문구청앞,연희로4-12
2104,가로등등주,연희동 168-6,서대문구청앞,연희로4-13
2105,가로등등주,연희동 168-6,서대문구청앞,연희로4-14
2106,가로등등주,연희동 168-6,서대문구청앞,연희로4-15
2107,가로등등주,연희동 168-6,서대문구청앞,연희로4-16
2108,가로등등주,연희동 168-6,서대문구청앞,연희로4-17
2109,가로등등주,연희동 168-6,서대문구청앞,연희로4-18
2110,가로등등주,연희동 168-6,서대문구청앞,연희로4-19
2111,가로등등주,연희동 168-6,서대문구청앞,연희로4-20
2112,가로등등주,연희동 168-6,서대문구청앞,연희로4-21
2113,가로등등주,연희동 168-6,서대문구청앞,연희로4-22
2114,가로등등주,연희동 168-6,서대문구청앞,연희로4-23
2115,가로등등주,연희동 169-16,서대문구청건너,연희로9-1
2116,가로등등주,연희동 169-16,서대문구청건너,연희로9-2
2117,가로등등주,연희동 169-16,서대문구청건너,연희로9-3
2118,가로등등주,연희동 169-16,서대문구청건너,연희로9-4
2119,가로등등주,연희동 169-16,서대문구청건너,연희로9-5
2120,가로등등주,연희동 169-16,서대문구청건너,연희로9-6
2121,가로등등주,연희동 169-16,서대문구청건너,연희로9-7
2122,가로등등주,연희동 169-16,서대문구청건너,연희로9-8
