상세영업상태코드,상세영업상태명,폐업일자,지번주소,사업장명,최종수정일자,데이터갱신일자,공연장형태구분명,최초등록시점
03,폐업,20100409,서울특별시 종로구 신문로2가 1-153번지 2층 ,미로스페이스,20100415122510,2018-08-31 23:59:59.0,영화관,20061227
03,폐업,20120727,서울특별시 종로구 동숭동 1-5번지 동숭아트센터 1층 ,하이퍼텍나다,20120730093151,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20060703,서울특별시 종로구 관철동 33-1번지 ,시네코아극장 5관,20060704100205,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20070913,서울특별시 종로구 관철동 33-1번지 ,시네코아극장 4관,20070914155802,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20071022,서울특별시 종로구 관철동 33-1번지 ,스폰지하우스2관,20071022163057,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20071022,서울특별시 종로구 관철동 33-1번지 ,스폰지하우스1관,20071022175457,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20050927,서울특별시 종로구 관철동 33-1번지 ,시네코아극장 1관,20050929093441,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20041015,서울특별시 종로구 혜화동 185번지 ,동숭시네마텍 2관,20050906134315,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20030730,서울특별시 종로구 혜화동 185번지 ,동숭시네마텍 1관,20030731094049,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20041125,서울특별시 종로구 관철동 13-13번지 ,코아아트홀 2관,20041203142313,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20041125,서울특별시 종로구 관철동 13-13번지 ,코아아트홀 1관,20041203142234,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20080403,서울특별시 종로구 낙원동 284-6번지 ,필름포럼1관,20080630145820,2018-08-31 23:59:59.0,영화관,20030212
03,폐업,20081226,서울특별시 종로구 연지동 270번지 ,연강홀,20081226104839,2018-08-31 23:59:59.0,영화관,20020201
03,폐업,20100714,서울특별시 종로구 묘동 56번지 단성사 7층 ,아산엠인터내셔널 단성사 7관,20100721133841,2018-08-31 23:59:59.0,영화관,20050126
03,폐업,20100714,서울특별시 종로구 묘동 56번지 단성사 7층 ,아산엠인터내셔널 단성사 6관,20100721133805,2018-08-31 23:59:59.0,영화관,20050126
03,폐업,20091021,서울특별시 중구 을지로6가 17-2번지 거평프레야타운 10층 ,엠엠씨,20110128093045,2018-08-31 23:59:59.0,영화관,20030520
03,폐업,20100531,서울특별시 중구 저동1가 48번지 ,중앙시네마,20100609160755,2018-08-31 23:59:59.0,영화관,20030520
03,폐업,20101117,서울특별시 중구 정동 22번지 ,시네마 정동 2관3관4관5관6관,20101117093255,2018-08-31 23:59:59.0,영화관,20030520
03,폐업,20030612,서울특별시 용산구 남영동 83번지 ,성남극장1관,20040512163851,2018-08-31 23:59:59.0,영화관,19620202
03,폐업,20030612,서울특별시 용산구 남영동 83번지 ,성남극장2관,20040512164623,2018-08-31 23:59:59.0,영화관,19970626
35,직권말소,20080602,서울특별시 성동구 성수동2가 281-30번지 ,동부극장,20080616095416,2018-08-31 23:59:59.0,영화관,20050104
03,폐업,20041104,서울특별시 성동구 성수동2가 281-30번지 ,동부극장,20041106091956,2018-08-31 23:59:59.0,영화관,19910904
03,폐업,20100513,서울특별시 광진구 군자동 477-12번지 ,CGV군자2,20100513133228,2018-08-31 23:59:59.0,영화관,20090723
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 5층 501호 ,상봉시네마 5관,20120509160910,2018-08-31 23:59:59.0,영화관,20000623
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 6층 601호 ,상봉시네마 7관,20120509161001,2018-08-31 23:59:59.0,영화관,20000623
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 5층 502호 ,상봉시네마 6관,20120509160936,2018-08-31 23:59:59.0,영화관,20000623
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 4층 401호 ,상봉시네마 3관,20120509160650,2018-08-31 23:59:59.0,영화관,20000623
03,폐업,20120509,서울특별시 중랑구 상봉동 92-2번지 3층 302호 ,상봉시네마 2관,20120509160628,2018-08-31 23:59:59.0,영화관,20001207
